Date,Close
7/7/2017,27.96
7/10/2017,28.32
7/11/2017,28.7
7/12/2017,29.14
7/13/2017,28.96
7/14/2017,29.19
7/17/2017,29.04
7/18/2017,29.22
7/19/2017,29.37
7/20/2017,29.36
7/21/2017,29.45
7/24/2017,29.73
7/25/2017,29.9
7/26/2017,30.01
7/27/2017,29.64
7/28/2017,29.85
7/31/2017,29.63
8/1/2017,29.59
8/2/2017,29.39
8/3/2017,29.46
8/4/2017,29.49
8/7/2017,29.68
8/8/2017,29.67
8/9/2017,29.49
8/10/2017,28.77
8/11/2017,28.98
8/14/2017,29.61
8/15/2017,29.37
8/16/2017,29.37
8/17/2017,28.8
8/18/2017,28.67
8/21/2017,28.57
8/22/2017,29.15
8/23/2017,29.28
8/24/2017,29.24
8/25/2017,29.22
8/28/2017,29.24
8/29/2017,29.45
8/30/2017,30
8/31/2017,30.36
9/1/2017,30.34
9/5/2017,30.02
9/6/2017,30.08
9/7/2017,30.27
9/8/2017,29.97
9/11/2017,30.58
9/12/2017,30.82
9/13/2017,30.78
9/14/2017,30.9
9/15/2017,31.26
9/18/2017,31.66
9/19/2017,31.65
9/20/2017,31.72
9/21/2017,31.47
9/22/2017,31.35
9/25/2017,30.84
9/26/2017,31.02
9/27/2017,31.54
9/28/2017,31.48
9/29/2017,31.83
10/2/2017,32.19
10/3/2017,32.34
10/4/2017,32.37
10/5/2017,32.62
10/6/2017,32.6
10/9/2017,32.57
10/10/2017,32.55
10/11/2017,32.63
10/12/2017,32.7
10/13/2017,32.69
10/16/2017,32.68
10/17/2017,32.59
10/18/2017,32.88
10/19/2017,32.34
10/20/2017,32.9
10/23/2017,32.56
10/24/2017,32.83
10/25/2017,32.42
10/26/2017,32.73
10/27/2017,33.03
10/30/2017,32.93
10/31/2017,33.48
11/1/2017,33.06
11/2/2017,32.77
11/3/2017,33.24
11/6/2017,33.46
11/7/2017,33.48
11/8/2017,33.45
11/9/2017,32.94
11/10/2017,32.96
11/13/2017,33.16
11/14/2017,33.11
11/15/2017,32.79
11/16/2017,33.36
11/17/2017,33.51
11/20/2017,33.72
11/21/2017,34.45
11/22/2017,34.38
11/24/2017,34.55
11/27/2017,34.72
11/28/2017,34.98
11/29/2017,34.01
11/30/2017,34.05
12/1/2017,33.84
12/4/2017,33.17
12/5/2017,33.13
12/6/2017,33.18
12/7/2017,33.61
12/8/2017,33.44
12/11/2017,33.6
12/12/2017,33.84
12/13/2017,34.05
12/14/2017,33.93
12/15/2017,34.6
12/18/2017,35.34
12/19/2017,34.87
12/20/2017,34.42
12/21/2017,33.95
12/22/2017,33.75
12/26/2017,33.84
12/27/2017,33.18
12/28/2017,33.09
12/29/2017,32.94
1/2/2018,33.74
1/3/2018,34.23
1/4/2018,34.35
1/5/2018,34.78
1/8/2018,35.21
1/9/2018,35.3
1/10/2018,35.11
1/11/2018,35.5
1/12/2018,35.96
1/16/2018,35.82
1/17/2018,36.13
1/18/2018,35.91
1/19/2018,36.21
1/22/2018,36.47
1/23/2018,36.67
1/24/2018,36.39
1/25/2018,36.14
1/26/2018,36.72
1/29/2018,36.48
1/30/2018,35.99
1/31/2018,36.09
2/1/2018,35.81
2/2/2018,34.79
2/5/2018,33.55
2/6/2018,34.09
2/7/2018,34.18
2/8/2018,32.61
2/9/2018,32.8
2/12/2018,33.41
2/13/2018,33.65
2/14/2018,34.4
2/15/2018,35.07
2/16/2018,34.94
2/20/2018,34.99
2/21/2018,35
2/22/2018,35.13
2/23/2018,35.47
2/26/2018,35.99
2/27/2018,35.5
2/28/2018,34.57
3/1/2018,34.13
3/2/2018,34.73
3/5/2018,35.2
3/6/2018,35.63
3/7/2018,35.74
3/8/2018,35.99
3/9/2018,36.39
3/12/2018,36.79
3/13/2018,36.34
3/14/2018,36.21
3/15/2018,36.23
3/16/2018,36.08
3/19/2018,35.4
3/20/2018,35.59
3/21/2018,35.51
3/22/2018,34.45
3/23/2018,33.43
3/26/2018,34.33
3/27/2018,33.04
3/28/2018,32.19
3/29/2018,32.86
4/2/2018,31.85
4/3/2018,32.21
4/4/2018,32.7
4/5/2018,33.12
4/6/2018,32.43
4/9/2018,32.61
4/10/2018,33.33
4/11/2018,33.33
4/12/2018,33.6
4/13/2018,33.61
4/16/2018,33.69
4/17/2018,33.69
4/18/2018,34.43
4/19/2018,34.06
4/20/2018,33.76
4/23/2018,33.33
4/24/2018,32.72
4/25/2018,32.3
4/26/2018,32.6
4/27/2018,32.74
4/30/2018,32.59
5/1/2018,32.86
5/2/2018,32.56
5/3/2018,32.45
5/4/2018,33.15
5/7/2018,33.6
5/8/2018,33.87
5/9/2018,34.42
5/10/2018,34.79
5/11/2018,34.58
5/14/2018,34.37
5/15/2018,34.17
5/16/2018,34.46
5/17/2018,34.53
5/18/2018,34.53
5/21/2018,34.23
5/22/2018,34
5/23/2018,34.09
5/24/2018,33.94
5/25/2018,34.02
5/29/2018,33.84
5/30/2018,34.08
5/31/2018,33.99
6/1/2018,34.44
6/4/2018,34.86
6/5/2018,35.05
6/6/2018,35.77
6/7/2018,35.46
6/8/2018,35.47
6/11/2018,36.22
6/12/2018,36.38
6/13/2018,36.39
6/14/2018,36.75
6/15/2018,36.75
6/18/2018,36.95
6/19/2018,36.18
6/20/2018,36.64
6/21/2018,35.68
6/22/2018,35.25
6/25/2018,34.38
6/26/2018,34.78
6/27/2018,34.19
6/28/2018,34.57
6/29/2018,34.66
7/2/2018,34.68
7/3/2018,34.27
7/5/2018,34.57
7/6/2018,35.08
7/9/2018,35.66
7/10/2018,35.6
7/11/2018,35.22
7/12/2018,35.69
7/13/2018,35.65
7/16/2018,35.48
7/17/2018,35.94
7/18/2018,36.12
7/19/2018,35.95
7/20/2018,35.8
7/23/2018,35.69
7/24/2018,35.11
7/25/2018,35.86
7/26/2018,35.85
7/27/2018,35.22
7/30/2018,34.59
7/31/2018,35.01
8/1/2018,35.19
8/2/2018,36.16
8/3/2018,36.24
8/6/2018,36.26
8/7/2018,36.73
8/8/2018,36.85
8/9/2018,36.52
8/10/2018,36.35
8/13/2018,35.97
8/14/2018,36.05
8/15/2018,35.44
8/16/2018,35.56
8/17/2018,35.3
8/20/2018,35.75
8/21/2018,36.23
8/22/2018,36.2
8/23/2018,36.08
8/24/2018,36.68
8/27/2018,37.17
8/28/2018,37.2
8/29/2018,37.37
8/30/2018,37.12
8/31/2018,37.14
9/4/2018,36.6
9/5/2018,35.83
9/6/2018,35.83
9/7/2018,35.59
9/10/2018,35.86
9/11/2018,35.91
9/12/2018,36.07
9/13/2018,36.43
9/14/2018,36.6
9/17/2018,36.06
9/18/2018,36.15
9/19/2018,36.51
9/20/2018,36.86
9/21/2018,36.62
9/24/2018,36.45
9/25/2018,36.56
9/26/2018,36.57
9/27/2018,36.66
9/28/2018,36.02
10/1/2018,36.56
10/2/2018,35.89
10/3/2018,36.01
10/4/2018,35.15
10/5/2018,34.33
10/8/2018,33.78
10/9/2018,33.7
10/10/2018,32.22
10/11/2018,31.66
10/12/2018,32.6
10/15/2018,32.27
10/16/2018,33.39
10/17/2018,33.19
10/18/2018,32.32
10/19/2018,31.82
10/22/2018,32.11
10/23/2018,32.27
10/24/2018,30.96
10/25/2018,31.92
10/26/2018,31.6
10/29/2018,31.21
10/30/2018,31.79
10/31/2018,32.45
11/1/2018,34.22
11/2/2018,34.25
11/5/2018,33.73
11/6/2018,33.95
11/7/2018,34.71
11/8/2018,34.72
11/9/2018,33.96
11/12/2018,32.76
11/13/2018,33
11/14/2018,33.1
11/15/2018,33.6
11/16/2018,33.38
11/19/2018,32.13
11/20/2018,31.56
11/21/2018,32.03
11/23/2018,31.95
11/26/2018,32.82
11/27/2018,32.39
11/28/2018,33.31
11/29/2018,32.95
11/30/2018,33.28
12/3/2018,33.93
12/4/2018,32.65
12/6/2018,32.71
12/7/2018,31.86
12/10/2018,31.94
12/11/2018,32.06
12/12/2018,32.52
12/13/2018,32.25
12/14/2018,31.78
12/17/2018,30.73
12/18/2018,31
12/19/2018,30.56
12/20/2018,29.92
12/21/2018,29.33
12/24/2018,28.79
12/26/2018,30.09
12/27/2018,29.22
12/28/2018,29.5
12/31/2018,29.49
1/2/2019,29.56
1/3/2019,28.43
1/4/2019,29.73
1/7/2019,30.43
1/8/2019,30.71
1/9/2019,31.37
1/10/2019,31.36
1/11/2019,31.35
1/14/2019,30.9
1/15/2019,31.65
1/16/2019,31.62
1/17/2019,31.72
1/18/2019,31.89
1/22/2019,30.87
1/23/2019,30.91
1/24/2019,31.48
1/25/2019,32.18
1/28/2019,31.59
1/29/2019,31.82
1/30/2019,32.55
1/31/2019,33.26
2/1/2019,33.33
2/4/2019,33.67
2/5/2019,34.1
2/6/2019,34.21
2/7/2019,33.11
2/8/2019,33.28
2/11/2019,33.65
2/12/2019,34.38
2/13/2019,34.55
2/14/2019,34.55
2/15/2019,34.93
2/19/2019,34.98
2/20/2019,35.12
2/21/2019,34.66
2/22/2019,35.11
2/25/2019,35.38
2/26/2019,35.2
2/27/2019,35.34
2/28/2019,35.28
3/1/2019,34.87
3/4/2019,34.53
3/5/2019,34.53
3/6/2019,33.99
3/7/2019,32.92
3/8/2019,32.99
3/11/2019,33.82
3/12/2019,33.84
3/13/2019,34.07
3/14/2019,34
3/15/2019,33.9
3/18/2019,33.97
3/19/2019,34.26
3/20/2019,34.25
3/21/2019,34.83
3/22/2019,33.63
3/25/2019,33.47
3/26/2019,33.81
3/27/2019,33.47
3/28/2019,33.73
3/29/2019,34.04
4/1/2019,34.83
4/2/2019,34.99
4/3/2019,35.58
4/4/2019,35.19
4/5/2019,35.69
4/8/2019,35.64
4/9/2019,35.21
4/10/2019,35.55
4/11/2019,35.25
4/12/2019,35.4
4/15/2019,35.12
4/16/2019,35.47
4/17/2019,35.28
4/18/2019,35.32
4/22/2019,35.13
4/23/2019,35.54
4/24/2019,35.53
4/25/2019,34.73
4/26/2019,34.51
4/29/2019,34.66
4/30/2019,34.62
5/1/2019,34.32
5/2/2019,34.58
5/3/2019,35.39
5/6/2019,35.05
5/7/2019,34.39
5/8/2019,33.86
5/9/2019,33.51
5/10/2019,33.59
5/13/2019,32.02
5/14/2019,32.7
5/15/2019,32.85
5/16/2019,33.02
5/17/2019,31.92
5/20/2019,31.17
5/21/2019,31.72
5/22/2019,31.15
5/23/2019,30.28
5/24/2019,30.11
5/28/2019,30.08
5/29/2019,29.81
5/30/2019,30.09
5/31/2019,29.34
6/3/2019,29
6/4/2019,30.13
6/5/2019,30.12
6/6/2019,30.22
6/7/2019,30.49
6/10/2019,31.03
6/11/2019,31.08
6/12/2019,30.68
6/13/2019,31.01
6/14/2019,30.71
6/17/2019,31.05
6/18/2019,31.8
6/19/2019,31.91
6/20/2019,32.32
6/21/2019,32.42
6/24/2019,32.19
6/25/2019,31.87
6/26/2019,32.25
6/27/2019,32.81
6/28/2019,33.76
7/1/2019,33.86
7/2/2019,33.28
7/3/2019,33.5
7/5/2019,33.32
7/8/2019,33.17
7/9/2019,33.37
7/10/2019,33.52
7/11/2019,33.69
7/12/2019,33.96
7/15/2019,34.1
7/16/2019,34.17
7/17/2019,34.04
7/18/2019,33.93
7/19/2019,33.79
7/22/2019,34.02
7/23/2019,34.39
7/24/2019,35.16
7/25/2019,33.87
7/26/2019,34.17
7/29/2019,34.11
7/30/2019,34.2
7/31/2019,33.06
8/1/2019,32.15
8/2/2019,31.41
8/5/2019,30.37
8/6/2019,30.47
8/7/2019,30.56
8/8/2019,31.17
8/9/2019,30.82
8/12/2019,30.3
8/13/2019,31.01
8/14/2019,29.91
8/15/2019,29.78
8/16/2019,30.58
8/19/2019,31.3
8/20/2019,31.12
8/21/2019,31.33
8/22/2019,31.22
8/23/2019,30.28
8/26/2019,30.5
8/27/2019,30.27
8/28/2019,30.42
8/29/2019,31.12
8/30/2019,31.28
9/3/2019,30.89
9/4/2019,31.32
9/5/2019,32.12
9/6/2019,32.07
9/9/2019,32.51
9/10/2019,32.75
9/11/2019,33.39
9/12/2019,33.49
9/13/2019,33.14
9/16/2019,33.07
9/17/2019,33.14
9/18/2019,32.86
9/19/2019,32.72
9/20/2019,32.24
9/23/2019,32.4
9/24/2019,31.42
9/25/2019,31.84
9/26/2019,31.91
9/27/2019,31.37
9/30/2019,31.7
10/1/2019,31.21
10/2/2019,30.91
10/3/2019,31.04
10/4/2019,31.33
10/7/2019,31.32
10/8/2019,30.66
10/9/2019,31.17
10/10/2019,31.3
10/11/2019,31.88
10/14/2019,32.21
10/15/2019,32.63
10/16/2019,32.45
10/17/2019,32.51
10/18/2019,32.08
10/21/2019,32.29
10/22/2019,32.28
10/23/2019,32.23
10/24/2019,32.96
10/25/2019,33.69
10/28/2019,34.05
10/29/2019,33.73
10/30/2019,33.6
10/31/2019,33.38
11/1/2019,34.02
11/4/2019,34.63
11/5/2019,34.61
11/6/2019,34.57
11/7/2019,35.17
11/8/2019,35.17
11/11/2019,35.18
11/12/2019,35.24
11/13/2019,34.47
11/14/2019,34.43
11/15/2019,34.65
11/18/2019,34.55
11/19/2019,34.52
11/20/2019,34.32
11/21/2019,34.25
11/22/2019,34.22
11/25/2019,34.92
11/26/2019,34.73
11/27/2019,34.91
11/29/2019,34.8
